Rk|Player|Nation|Pos|Squad|Age|Born|90s|Gls|Sh|SoT|SoT%|Sh/90|SoT/90|G/Sh|G/SoT|Dist|PK|PKatt|Matches
514|Marcin Wasilewski|pl POL|DF|Leicester City|36|1980|1.0|0|0|0||0.00|0.00||||0|0|Matches
515|Duncan Watmore|eng ENG|"FW,MF"|Sunderland|22|1994|11.4|0|16|4|25.0|1.41|0.35|0.00|0.00||0|0|Matches
516|Ben Watson|eng ENG|MF|Watford|31|1985|0.6|0|0|0||0.00|0.00||||0|0|Matches
517|Danny Welbeck|eng ENG|"FW,MF"|Arsenal|25|1990|8.3|2|20|9|45.0|2.41|1.08|0.10|0.22||0|0|Matches
518|Ashley Westwood|eng ENG|MF|Burnley|26|1990|6.1|0|2|0|0.0|0.33|0.00|0.00|||0|0|Matches
519|Glenn Whelan|ie IRL|MF|Stoke City|32|1984|25.3|0|6|2|33.3|0.24|0.08|0.00|0.00||0|0|Matches
520|Connor Wickham|eng ENG|"FW,MF"|Crystal Palace|23|1993|4.6|2|10|5|50.0|2.18|1.09|0.20|0.40||0|0|Matches
521|Georginio Wijnaldum|nl NED|MF|Liverpool|25|1990|33.0|6|60|21|35.0|1.82|0.64|0.10|0.29||0|0|Matches
522|Ashley Williams|wls WAL|DF|Everton|31|1984|35.1|1|16|6|37.5|0.46|0.17|0.06|0.17||0|0|Matches
523|Willian|br BRA|"FW,MF"|Chelsea|27|1988|17.0|8|44|15|34.1|2.58|0.88|0.18|0.53||0|0|Matches
524|Jack Wilshere|eng ENG|MF|Arsenal|24|1992|0.4|0|0|0||0.00|0.00||||0|0|Matches
525|Jack Wilshere|eng ENG|MF|Bournemouth|24|1992|21.2|0|27|10|37.0|1.27|0.47|0.00|0.00||0|0|Matches
Rk|Player|Nation|Pos|Squad|Age|Born|90s|Gls|Sh|SoT|SoT%|Sh/90|SoT/90|G/Sh|G/SoT|Dist|PK|PKatt|Matches
526|Callum Wilson|eng ENG|FW|Bournemouth|24|1992|15.1|6|31|12|38.7|2.06|0.80|0.10|0.25||3|3|Matches
527|Marc Wilson|ie IRL|"DF,MF"|West Brom|28|1987|2.8|0|1|0|0.0|0.35|0.00|0.00|||0|0|Matches
528|Kevin Wimmer|at AUT|DF|Tottenham|23|1992|4.0|0|0|0||0.00|0.00||||0|0|Matches
529|Harry Winks|eng ENG|MF|Tottenham|20|1996|5.5|1|6|2|33.3|1.10|0.37|0.17|0.50||0|0|Matches
530|Philipp Wollscheid|de GER|DF|Stoke City|27|1989|2.0|0|1|0|0.0|0.50|0.00|0.00|||0|0|Matches
531|Ben Woodburn|wls WAL|"FW,MF"|Liverpool|16|1999|1.0|0|2|0|0.0|2.09|0.00|0.00|||0|0|Matches
532|Matt Worthington|eng ENG|"DF,MF"|Bournemouth|18|1997|0.2|0|0|0||0.00|0.00||||0|0|Matches
533|Granit Xhaka|ch SUI|MF|Arsenal|23|1992|27.6|2|34|9|26.5|1.23|0.33|0.06|0.22||0|0|Matches
534|Claudio Yacob|ar ARG|MF|West Brom|29|1987|26.9|0|9|0|0.0|0.33|0.00|0.00|||0|0|Matches
535|Maya Yoshida|jp JPN|DF|Southampton|27|1988|23.0|1|15|6|40.0|0.65|0.26|0.07|0.17||0|0|Matches
536|Ashley Young|eng ENG|"DF,FW"|Manchester Utd|31|1985|8.4|0|5|0|0.0|0.59|0.00|0.00|||0|0|Matches
537|Pablo Zabaleta|ar ARG|"DF,MF"|Manchester City|31|1985|11.8|1|7|2|28.6|0.59|0.17|0.14|0.50||0|0|Matches
538|Wilfried Zaha|ci CIV|"FW,MF"|Crystal Palace|23|1992|33.5|7|49|18|36.7|1.46|0.54|0.14|0.39||0|0|Matches
539|Mauro Zárate|ar ARG|"FW,MF"|Watford|29|1987|2.3|0|8|3|37.5|3.55|1.33|0.00|0.00||0|0|Matches
540|Simone Zaza|it ITA|FW|West Ham|25|1991|5.1|0|16|2|12.5|3.14|0.39|0.00|0.00||0|0|Matches
541|Ron-Robert Zieler|de GER|GK|Leicester City|27|1989|8.4|0|0|0||0.00|0.00||||0|0|Matches
542|Kurt Zouma|fr FRA|DF|Chelsea|21|1994|2.8|0|1|0|0.0|0.36|0.00|0.00|||0|0|Matches
543|Juan Zúñiga|co COL|"DF,MF"|Watford|30|1985|9.2|1|6|1|16.7|0.65|0.11|0.17|1.00||0|0|Matches
